model,method,bench,case,category,measure,phase,value
llama3-8b,alphaedit,zsre,zsre_row8814,efficacy,diff,post,0.9131437229664138
llama3-8b,alphaedit,zsre,zsre_row8814,efficacy,diff,pre,0.07084780621656499
llama3-8b,alphaedit,zsre,zsre_row8814,efficacy,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row8814,efficacy,success,pre,1.0
llama3-8b,alphaedit,zsre,zsre_row8814,generalisation,acc,post,0.6666666666666666
llama3-8b,alphaedit,zsre,zsre_row8814,generalisation,acc,pre,0.6666666666666666
llama3-8b,alphaedit,zsre,zsre_row8814,generalisation,diff,post,0.07013371321909799
llama3-8b,alphaedit,zsre,zsre_row8814,generalisation,diff,pre,0.05966804751307135
llama3-8b,alphaedit,zsre,zsre_row8814,generalisation,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row8814,generalisation,success,pre,1.0
llama3-8b,alphaedit,zsre,zsre_row8814,specificity,acc,post,0.0
llama3-8b,alphaedit,zsre,zsre_row8814,specificity,acc,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row8814,specificity,diff,post,0.0061346148696822525
llama3-8b,alphaedit,zsre,zsre_row8814,specificity,diff,pre,0.006280628922431716
llama3-8b,alphaedit,zsre,zsre_row8814,specificity,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row8814,specificity,success,pre,1.0
llama3-8b,alphaedit,zsre,zsre_row8923,efficacy,acc,post,1.0
llama3-8b,alphaedit,zsre,zsre_row8923,efficacy,acc,pre,0.3333333333333333
llama3-8b,alphaedit,zsre,zsre_row8923,efficacy,diff,post,0.9857597553376967
llama3-8b,alphaedit,zsre,zsre_row8923,efficacy,diff,pre,-0.08733401311726152
llama3-8b,alphaedit,zsre,zsre_row8923,efficacy,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row8923,efficacy,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row8923,generalisation,acc,post,1.0
llama3-8b,alphaedit,zsre,zsre_row8923,generalisation,acc,pre,0.3333333333333333
llama3-8b,alphaedit,zsre,zsre_row8923,generalisation,diff,post,0.9801862155802605
llama3-8b,alphaedit,zsre,zsre_row8923,generalisation,diff,pre,-0.12021225744706752
llama3-8b,alphaedit,zsre,zsre_row8923,generalisation,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row8923,generalisation,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row8923,specificity,acc,post,0.4444444444444444
llama3-8b,alphaedit,zsre,zsre_row8923,specificity,acc,pre,0.4444444444444444
llama3-8b,alphaedit,zsre,zsre_row8923,specificity,diff,post,-0.07314824322317089
llama3-8b,alphaedit,zsre,zsre_row8923,specificity,diff,pre,-0.07232790213280041
llama3-8b,alphaedit,zsre,zsre_row8923,specificity,success,post,0.0
llama3-8b,alphaedit,zsre,zsre_row8923,specificity,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row8964,efficacy,acc,post,1.0
llama3-8b,alphaedit,zsre,zsre_row8964,efficacy,acc,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row8964,efficacy,diff,post,0.9585068031353813
llama3-8b,alphaedit,zsre,zsre_row8964,efficacy,diff,pre,-0.05016528054699295
llama3-8b,alphaedit,zsre,zsre_row8964,efficacy,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row8964,efficacy,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row8964,generalisation,acc,post,1.0
llama3-8b,alphaedit,zsre,zsre_row8964,generalisation,acc,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row8964,generalisation,diff,post,0.9773581137586032
llama3-8b,alphaedit,zsre,zsre_row8964,generalisation,diff,pre,-0.053774811319876964
llama3-8b,alphaedit,zsre,zsre_row8964,generalisation,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row8964,generalisation,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row8964,specificity,acc,post,0.6666666666666666
llama3-8b,alphaedit,zsre,zsre_row8964,specificity,acc,pre,0.6666666666666666
llama3-8b,alphaedit,zsre,zsre_row8964,specificity,diff,post,-0.02522442036386412
llama3-8b,alphaedit,zsre,zsre_row8964,specificity,diff,pre,-0.025318252102311076
llama3-8b,alphaedit,zsre,zsre_row8964,specificity,success,post,0.0
llama3-8b,alphaedit,zsre,zsre_row8964,specificity,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row9516,efficacy,acc,post,0.6666666666666666
llama3-8b,alphaedit,zsre,zsre_row9516,efficacy,acc,pre,0.16666666666666666
llama3-8b,alphaedit,zsre,zsre_row9516,efficacy,diff,post,0.16353048932160905
llama3-8b,alphaedit,zsre,zsre_row9516,efficacy,diff,pre,-0.028223385566044347
llama3-8b,alphaedit,zsre,zsre_row9516,efficacy,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row9516,efficacy,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row9516,generalisation,acc,post,0.5
llama3-8b,alphaedit,zsre,zsre_row9516,generalisation,acc,pre,0.16666666666666666
llama3-8b,alphaedit,zsre,zsre_row9516,generalisation,diff,post,0.06124316389444452
llama3-8b,alphaedit,zsre,zsre_row9516,generalisation,diff,pre,-0.032955399245449594
llama3-8b,alphaedit,zsre,zsre_row9516,generalisation,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row9516,generalisation,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row9516,specificity,acc,post,0.7083333333333334
llama3-8b,alphaedit,zsre,zsre_row9516,specificity,acc,pre,0.7083333333333334
llama3-8b,alphaedit,zsre,zsre_row9516,specificity,diff,post,-0.2103150401369884
llama3-8b,alphaedit,zsre,zsre_row9516,specificity,diff,pre,-0.21360923081934904
llama3-8b,alphaedit,zsre,zsre_row9516,specificity,success,post,0.0
llama3-8b,alphaedit,zsre,zsre_row9516,specificity,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row9676,efficacy,acc,post,1.0
llama3-8b,alphaedit,zsre,zsre_row9676,efficacy,acc,pre,0.3333333333333333
llama3-8b,alphaedit,zsre,zsre_row9676,efficacy,diff,post,0.9596663526848218
llama3-8b,alphaedit,zsre,zsre_row9676,efficacy,diff,pre,-0.11968596117183718
llama3-8b,alphaedit,zsre,zsre_row9676,efficacy,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row9676,efficacy,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row9676,generalisation,acc,post,1.0
llama3-8b,alphaedit,zsre,zsre_row9676,generalisation,acc,pre,0.3333333333333333
llama3-8b,alphaedit,zsre,zsre_row9676,generalisation,diff,post,0.6729718282348438
llama3-8b,alphaedit,zsre,zsre_row9676,generalisation,diff,pre,-0.07933553135640528
llama3-8b,alphaedit,zsre,zsre_row9676,generalisation,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row9676,generalisation,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row9676,specificity,acc,post,0.5625
llama3-8b,alphaedit,zsre,zsre_row9676,specificity,acc,pre,0.5625
llama3-8b,alphaedit,zsre,zsre_row9676,specificity,diff,post,-0.20389711747376715
llama3-8b,alphaedit,zsre,zsre_row9676,specificity,diff,pre,-0.20664873641419917
llama3-8b,alphaedit,zsre,zsre_row9676,specificity,success,post,0.0
llama3-8b,alphaedit,zsre,zsre_row9676,specificity,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row9702,efficacy,acc,post,1.0
llama3-8b,alphaedit,zsre,zsre_row9702,efficacy,acc,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row9702,efficacy,diff,post,0.6707975986429987
llama3-8b,alphaedit,zsre,zsre_row9702,efficacy,diff,pre,0.0023141426740628575
llama3-8b,alphaedit,zsre,zsre_row9702,efficacy,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row9702,efficacy,success,pre,1.0
llama3-8b,alphaedit,zsre,zsre_row9702,generalisation,acc,post,1.0
llama3-8b,alphaedit,zsre,zsre_row9702,generalisation,acc,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row9702,generalisation,diff,post,0.29201310263242264
llama3-8b,alphaedit,zsre,zsre_row9702,generalisation,diff,pre,0.0012779772439385538
llama3-8b,alphaedit,zsre,zsre_row9702,generalisation,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row9702,generalisation,success,pre,1.0
llama3-8b,alphaedit,zsre,zsre_row9702,specificity,acc,post,0.25
llama3-8b,alphaedit,zsre,zsre_row9702,specificity,acc,pre,0.25
llama3-8b,alphaedit,zsre,zsre_row9702,specificity,diff,post,-0.0021590635392348466
llama3-8b,alphaedit,zsre,zsre_row9702,specificity,diff,pre,-0.0021566927782400245
llama3-8b,alphaedit,zsre,zsre_row9702,specificity,success,post,0.0
llama3-8b,alphaedit,zsre,zsre_row9702,specificity,success,pre,0.0
llama3-8b,anyedit,counterfact,10717,efficacy,acc,post,1.0
llama3-8b,anyedit,counterfact,10717,efficacy,acc,pre,0.0
llama3-8b,anyedit,counterfact,10717,efficacy,diff,post,0.995432823086054
llama3-8b,anyedit,counterfact,10717,efficacy,diff,pre,-0.1821132034896885
llama3-8b,anyedit,counterfact,10717,efficacy,success,post,1.0
llama3-8b,anyedit,counterfact,10717,efficacy,success,pre,0.0
llama3-8b,anyedit,counterfact,10717,generalisation,acc,post,0.5
llama3-8b,anyedit,counterfact,10717,generalisation,acc,pre,0.0
llama3-8b,anyedit,counterfact,10717,generalisation,diff,post,0.22176136495542942
llama3-8b,anyedit,counterfact,10717,generalisation,diff,pre,-0.5317749880434371
llama3-8b,anyedit,counterfact,10717,generalisation,success,post,0.5
llama3-8b,anyedit,counterfact,10717,generalisation,success,pre,0.0
llama3-8b,anyedit,counterfact,10717,specificity,acc,post,0.1
llama3-8b,anyedit,counterfact,10717,specificity,acc,pre,0.3
llama3-8b,anyedit,counterfact,10717,specificity,diff,post,0.08219844591117681
llama3-8b,anyedit,counterfact,10717,specificity,diff,pre,-0.14646611798789405
llama3-8b,anyedit,counterfact,10717,specificity,success,post,0.6
llama3-8b,anyedit,counterfact,10717,specificity,success,pre,0.0
llama3-8b,anyedit,counterfact,10717,target_close_neighbour,acc,post,0.0
llama3-8b,anyedit,counterfact,10717,target_close_neighbour,acc,pre,0.0
llama3-8b,anyedit,counterfact,10717,target_close_neighbour,diff,post,0.038771361523695605
llama3-8b,anyedit,counterfact,10717,target_close_neighbour,diff,pre,0.013095502798043706
llama3-8b,anyedit,counterfact,10717,target_close_neighbour,success,post,1.0
llama3-8b,anyedit,counterfact,10717,target_close_neighbour,success,pre,0.9
llama3-8b,anyedit,counterfact,10907,efficacy,acc,post,1.0
llama3-8b,anyedit,counterfact,10907,efficacy,acc,pre,0.0
llama3-8b,anyedit,counterfact,10907,efficacy,diff,post,0.9780179751994124
llama3-8b,anyedit,counterfact,10907,efficacy,diff,pre,-0.0023877497904403267
llama3-8b,anyedit,counterfact,10907,efficacy,success,post,1.0
llama3-8b,anyedit,counterfact,10907,efficacy,success,pre,0.0
llama3-8b,anyedit,counterfact,10907,generalisation,acc,post,0.0
llama3-8b,anyedit,counterfact,10907,generalisation,acc,pre,0.0
llama3-8b,anyedit,counterfact,10907,generalisation,diff,post,-0.038939231236978025
llama3-8b,anyedit,counterfact,10907,generalisation,diff,pre,-0.05615194547794323
llama3-8b,anyedit,counterfact,10907,generalisation,success,post,0.0
llama3-8b,anyedit,counterfact,10907,generalisation,success,pre,0.0
llama3-8b,anyedit,counterfact,10907,specificity,acc,post,0.1
llama3-8b,anyedit,counterfact,10907,specificity,acc,pre,0.1
llama3-8b,anyedit,counterfact,10907,specificity,diff,post,-0.09321686424176222
llama3-8b,anyedit,counterfact,10907,specificity,diff,pre,-0.09657917598746182
llama3-8b,anyedit,counterfact,10907,specificity,success,post,0.1
llama3-8b,anyedit,counterfact,10907,specificity,success,pre,0.0
llama3-8b,anyedit,counterfact,10907,target_close_neighbour,acc,post,0.1
llama3-8b,anyedit,counterfact,10907,target_close_neighbour,acc,pre,0.1
llama3-8b,anyedit,counterfact,10907,target_close_neighbour,diff,post,0.07425852629664555
llama3-8b,anyedit,counterfact,10907,target_close_neighbour,diff,pre,0.0686354057724323
llama3-8b,anyedit,counterfact,10907,target_close_neighbour,success,post,0.9
llama3-8b,anyedit,counterfact,10907,target_close_neighbour,success,pre,0.9
llama3-8b,anyedit,counterfact,11145,efficacy,acc,post,1.0
llama3-8b,anyedit,counterfact,11145,efficacy,acc,pre,0.0
llama3-8b,anyedit,counterfact,11145,efficacy,diff,post,0.4006946861159381
llama3-8b,anyedit,counterfact,11145,efficacy,diff,pre,-0.09300906696229286
llama3-8b,anyedit,counterfact,11145,efficacy,success,post,1.0
llama3-8b,anyedit,counterfact,11145,efficacy,success,pre,0.0
llama3-8b,anyedit,counterfact,11145,generalisation,acc,post,0.0
llama3-8b,anyedit,counterfact,11145,generalisation,acc,pre,0.0
llama3-8b,anyedit,counterfact,11145,generalisation,diff,post,-0.2048996256989604
llama3-8b,anyedit,counterfact,11145,generalisation,diff,pre,-0.25808922829495323
llama3-8b,anyedit,counterfact,11145,generalisation,success,post,0.0
llama3-8b,anyedit,counterfact,11145,generalisation,success,pre,0.0
llama3-8b,anyedit,counterfact,11145,specificity,acc,post,0.6
llama3-8b,anyedit,counterfact,11145,specificity,acc,pre,0.8
llama3-8b,anyedit,counterfact,11145,specificity,diff,post,-0.24716926828797292
llama3-8b,anyedit,counterfact,11145,specificity,diff,pre,-0.23540128942863675
llama3-8b,anyedit,counterfact,11145,specificity,success,post,0.1
llama3-8b,anyedit,counterfact,11145,specificity,success,pre,0.0
llama3-8b,anyedit,counterfact,11145,target_close_neighbour,acc,post,0.7
llama3-8b,anyedit,counterfact,11145,target_close_neighbour,acc,pre,0.6
llama3-8b,anyedit,counterfact,11145,target_close_neighbour,diff,post,0.45975830878651347
llama3-8b,anyedit,counterfact,11145,target_close_neighbour,diff,pre,0.33632327376919063
llama3-8b,anyedit,counterfact,11145,target_close_neighbour,success,post,1.0
llama3-8b,anyedit,counterfact,11145,target_close_neighbour,success,pre,1.0
llama3-8b,anyedit,counterfact,11164,efficacy,acc,post,1.0
llama3-8b,anyedit,counterfact,11164,efficacy,acc,pre,0.0
llama3-8b,anyedit,counterfact,11164,efficacy,diff,post,0.9498314344051834
llama3-8b,anyedit,counterfact,11164,efficacy,diff,pre,-0.00421536292458848
llama3-8b,anyedit,counterfact,11164,efficacy,success,post,1.0
llama3-8b,anyedit,counterfact,11164,efficacy,success,pre,0.0
llama3-8b,anyedit,counterfact,11164,generalisation,acc,post,0.0
llama3-8b,anyedit,counterfact,11164,generalisation,acc,pre,0.0
llama3-8b,anyedit,counterfact,11164,generalisation,diff,post,-0.5025972712082211
llama3-8b,anyedit,counterfact,11164,generalisation,diff,pre,-0.48055962261226365
llama3-8b,anyedit,counterfact,11164,generalisation,success,post,0.0
llama3-8b,anyedit,counterfact,11164,generalisation,success,pre,0.0
llama3-8b,anyedit,counterfact,11164,specificity,acc,post,0.1
llama3-8b,anyedit,counterfact,11164,specificity,acc,pre,0.1
llama3-8b,anyedit,counterfact,11164,specificity,diff,post,-0.06872333949499915
llama3-8b,anyedit,counterfact,11164,specificity,diff,pre,-0.07758555156268579
llama3-8b,anyedit,counterfact,11164,specificity,success,post,0.0
llama3-8b,anyedit,counterfact,11164,specificity,success,pre,0.0
llama3-8b,anyedit,counterfact,11164,target_close_neighbour,acc,post,0.1
llama3-8b,anyedit,counterfact,11164,target_close_neighbour,acc,pre,0.1
llama3-8b,anyedit,counterfact,11164,target_close_neighbour,diff,post,0.1834404718570464
llama3-8b,anyedit,counterfact,11164,target_close_neighbour,diff,pre,0.13812900463951522
llama3-8b,anyedit,counterfact,11164,target_close_neighbour,success,post,1.0
llama3-8b,anyedit,counterfact,11164,target_close_neighbour,success,pre,1.0
llama3-8b,anyedit,counterfact,11501,efficacy,acc,post,1.0
llama3-8b,anyedit,counterfact,11501,efficacy,acc,pre,0.0
llama3-8b,anyedit,counterfact,11501,efficacy,diff,post,0.8986244775004751
llama3-8b,anyedit,counterfact,11501,efficacy,diff,pre,-0.018013213370650632
llama3-8b,anyedit,counterfact,11501,efficacy,success,post,1.0
llama3-8b,anyedit,counterfact,11501,efficacy,success,pre,0.0
llama3-8b,anyedit,counterfact,11501,generalisation,acc,post,1.0
llama3-8b,anyedit,counterfact,11501,generalisation,acc,pre,0.0
llama3-8b,anyedit,counterfact,11501,generalisation,diff,post,0.25348048975383364
llama3-8b,anyedit,counterfact,11501,generalisation,diff,pre,-0.5178480050043192
llama3-8b,anyedit,counterfact,11501,generalisation,success,post,1.0
llama3-8b,anyedit,counterfact,11501,generalisation,success,pre,0.0
llama3-8b,anyedit,counterfact,11501,specificity,acc,post,0.2
llama3-8b,anyedit,counterfact,11501,specificity,acc,pre,0.0
llama3-8b,anyedit,counterfact,11501,specificity,diff,post,-0.05050753162657148
llama3-8b,anyedit,counterfact,11501,specificity,diff,pre,0.0028688927177969465
llama3-8b,anyedit,counterfact,11501,specificity,success,post,0.6
llama3-8b,anyedit,counterfact,11501,specificity,success,pre,0.4
llama3-8b,anyedit,counterfact,11501,target_close_neighbour,acc,post,0.8
llama3-8b,anyedit,counterfact,11501,target_close_neighbour,acc,pre,0.5
llama3-8b,anyedit,counterfact,11501,target_close_neighbour,diff,post,0.671187901654478
llama3-8b,anyedit,counterfact,11501,target_close_neighbour,diff,pre,0.287880431183539
llama3-8b,anyedit,counterfact,11501,target_close_neighbour,success,post,1.0
llama3-8b,anyedit,counterfact,11501,target_close_neighbour,success,pre,1.0
llama3-8b,anyedit,counterfact,11701,efficacy,acc,post,1.0
llama3-8b,anyedit,counterfact,11701,efficacy,acc,pre,0.0
llama3-8b,anyedit,counterfact,11701,efficacy,diff,post,0.9994201365814812
llama3-8b,anyedit,counterfact,11701,efficacy,diff,pre,-0.0003491789672271867
llama3-8b,anyedit,counterfact,11701,efficacy,success,post,1.0
llama3-8b,anyedit,counterfact,11701,efficacy,success,pre,0.0
llama3-8b,anyedit,counterfact,11701,generalisation,acc,post,0.0
llama3-8b,anyedit,counterfact,11701,generalisation,acc,pre,0.0
llama3-8b,anyedit,counterfact,11701,generalisation,diff,post,-0.01701753523956867
llama3-8b,anyedit,counterfact,11701,generalisation,diff,pre,-0.021830946563840502
llama3-8b,anyedit,counterfact,11701,generalisation,success,post,0.0
llama3-8b,anyedit,counterfact,11701,generalisation,success,pre,0.0
llama3-8b,anyedit,counterfact,11701,specificity,acc,post,0.0
llama3-8b,anyedit,counterfact,11701,specificity,acc,pre,0.1
llama3-8b,anyedit,counterfact,11701,specificity,diff,post,0.3624878111106327
llama3-8b,anyedit,counterfact,11701,specificity,diff,pre,-0.032685885307390666
llama3-8b,anyedit,counterfact,11701,specificity,success,post,0.8
llama3-8b,anyedit,counterfact,11701,specificity,success,pre,0.4
llama3-8b,anyedit,counterfact,11701,target_close_neighbour,acc,post,0.4
llama3-8b,anyedit,counterfact,11701,target_close_neighbour,acc,pre,0.1
llama3-8b,anyedit,counterfact,11701,target_close_neighbour,diff,post,0.34833804054362216
llama3-8b,anyedit,counterfact,11701,target_close_neighbour,diff,pre,0.03415545961239207
llama3-8b,anyedit,counterfact,11701,target_close_neighbour,success,post,1.0
llama3-8b,anyedit,counterfact,11701,target_close_neighbour,success,pre,1.0
llama3-8b,anyedit,counterfact,11737,efficacy,acc,post,1.0
llama3-8b,anyedit,counterfact,11737,efficacy,acc,pre,0.0
llama3-8b,anyedit,counterfact,11737,efficacy,diff,post,0.9957492226183037
llama3-8b,anyedit,counterfact,11737,efficacy,diff,pre,0.001978821253555533
llama3-8b,anyedit,counterfact,11737,efficacy,success,post,1.0
llama3-8b,anyedit,counterfact,11737,efficacy,success,pre,1.0
llama3-8b,anyedit,counterfact,11737,generalisation,acc,post,0.0
llama3-8b,anyedit,counterfact,11737,generalisation,acc,pre,0.0
llama3-8b,anyedit,counterfact,11737,generalisation,diff,post,0.007487661145442167
llama3-8b,anyedit,counterfact,11737,generalisation,diff,pre,0.002837107642246395
llama3-8b,anyedit,counterfact,11737,generalisation,success,post,1.0
llama3-8b,anyedit,counterfact,11737,generalisation,success,pre,0.5
llama3-8b,anyedit,counterfact,11737,specificity,acc,post,0.9
llama3-8b,anyedit,counterfact,11737,specificity,acc,pre,0.7
llama3-8b,anyedit,counterfact,11737,specificity,diff,post,-0.5800548182906993
llama3-8b,anyedit,counterfact,11737,specificity,diff,pre,-0.35017804119587603
llama3-8b,anyedit,counterfact,11737,specificity,success,post,0.1
llama3-8b,anyedit,counterfact,11737,specificity,success,pre,0.1
llama3-8b,anyedit,counterfact,11737,target_close_neighbour,acc,post,0.7
llama3-8b,anyedit,counterfact,11737,target_close_neighbour,acc,pre,0.6
llama3-8b,anyedit,counterfact,11737,target_close_neighbour,diff,post,0.5147276171032291
llama3-8b,anyedit,counterfact,11737,target_close_neighbour,diff,pre,0.37045228919742923
llama3-8b,anyedit,counterfact,11737,target_close_neighbour,success,post,1.0
llama3-8b,anyedit,counterfact,11737,target_close_neighbour,success,pre,1.0
llama3-8b,anyedit,counterfact,11792,efficacy,acc,post,1.0
llama3-8b,anyedit,counterfact,11792,efficacy,acc,pre,0.0
llama3-8b,anyedit,counterfact,11792,efficacy,diff,post,0.999655643964706
llama3-8b,anyedit,counterfact,11792,efficacy,diff,pre,-0.5609480242494683
llama3-8b,anyedit,counterfact,11792,efficacy,success,post,1.0
llama3-8b,anyedit,counterfact,11792,efficacy,success,pre,0.0
llama3-8b,anyedit,counterfact,11792,generalisation,acc,post,0.0
llama3-8b,anyedit,counterfact,11792,generalisation,acc,pre,0.0
llama3-8b,anyedit,counterfact,11792,generalisation,diff,post,-0.004118553429215479
llama3-8b,anyedit,counterfact,11792,generalisation,diff,pre,-0.00404734849285737
llama3-8b,anyedit,counterfact,11792,generalisation,success,post,0.0
llama3-8b,anyedit,counterfact,11792,generalisation,success,pre,0.0
